title,symbol_price_change,symbol_price_change_ratio,VnId_score,score
"BID: Notice No. 26852, 26850, 26848, 26829, 26851 on the last registration date to exercise the right to buy all the principal and or pay the bond interest",-1,0,0.5,0
The Largest Bank in Vietnam Closed the Right to Receive DividiDID on December 24,-1,0,0.5,0
BID: Notice Contents Related to Stock ISSANance to Pay BIDV's DividiDIDIDID,-1,0,-0.5,-0.4
BID: Resolution of the board of director on DIVIDend Payment,-1,0,-1,-0.6
BID: The Decision to convert di An - Binh Duong Branch into PGD Belongs to Nam Binh Duong Branch,1,0,1,0.6000000000000001
BID: Notice of receiving a letter from the SBV on the approval of incursing the charter capital of BIDV,1,0,1,0.6000000000000001
Bid: Notice of Retirement to enjoy the Social Insurance Regime of the Executive Board Member,1,0,-1,-0.2
BID: Notice the document to collect Shareholders in Writing in 2024,1,1,1,1
BID: The decision of the ceo about the change of the location of Lam Son Branch Headquarters,1,1,1,1
BID: The decision of the ceo about the change of the location of Bac Hung Yen Branch Headquarters,1,1,1,1
"BID: The decision of the ceo about changing the name, Location of the Branch Headquarters and the Transfer of Management of the Education Departments of Ham Nghi Branch",-1,-1,-0.5,-0.8
BID: Resolution of the board of directors approving the plan to incent the charter capital 2024 Through shares to pay Divididi,-1,-1,-0.5,-0.8
"BID: The Decision on changing the address of Khanh Hoa, Mong Cai and New Neighborhoods Headquarters",1,1,0.5,0.8
BID: The Board of Directors Approved The Cooperation Agrement to Implement CD_Flex Activities Between BIDV and BSC,1,1,0.5,0.8
"BID: November 26, 2024, Date of Education and Training for Shareholders in Writing",1,0,0.5,0.4
BID: The Resolution of the Board of Directors on Organizing The Collection of Shareholders in Writing in 2024 and Notification The Final Registration Date for Collective Shareholders in Writing,-1,-1,-1,-1
BID: The Board of Directors Approved the Agroved on Personal Data Protection BIDV and BSC,-1,0,1,0.2
BID: The Board of Directors Apprevoves Contracts and Transactions in KDV & TT Activities,-1,0,1,0.2
"BID: Appointing Ms. Pham Thi Thanh Nga, Mr. Dang Xuan Thang is in Charge of Management from 1.11.2024",-1,0,-0.5,-0.4
BID: The Board of Directors Apprves The Acquisition of Funding Loans for the Project of the Palace of General Hospital at BIDC-CN.TPHCM,-1,0,-0.5,-0.4
"BID: Notice of the Final Registration Date to exercise the right to buy all bonds before the Term of BID121028 Bond Code, BID121027",-1,0,-1,-0.6
"BID: The decision of the board of directors approved the agent contract in 2024 with BIDV MetLife Life Insurance Co., Ltd.",1,0,1,0.6000000000000001
BID: The Decision of the Board of Directors The Money and Gold Insurance Contract Between BIDV and BIDV Insurance Corporation (BIC),1,0,1,0.6000000000000001
"BID: The Board of Directors Apprevoves Contracts, Lease Transactions at the 03rd Floor, BIDV Tower",-1,0,-0.5,-0.4
BID: The Board of Directors Approved The Office Lease Contract Between Bidc and BIDV Representive Office in Cambodia,-1,0,-0.5,-0.4
BID: The Board of Directors Apprves the Plan Through a Contract for Bic to Rent An Unused Area at someone BIDV Branches,-1,0,0.5,0
"BID: The Board of Directors Apprves The Plan, Approved the Contract for MHBS to Rent An Unused Area at BIDV.",-1,0,0.5,0
BID: Decision on changing the address of phu Nhuan Branch Headquarters,-1,0,0.5,0
BID: The decision of the ceo about the change of the location of the hoc mon branch headquarters,-1,0,0.5,0
BID: The Board of Directors Approved the Technical Support Contract Between BIDV and Keb Hana Bank,-1,0,0.5,0
BID: Decision to change the location of the Office of Bac Quang Binh Branch,1,1,1,1
"Absent 2 Company ""v"", for the first time in the history of the top 5 biggest enterprises, the stock market are all unit that are dominated by the State.",-1,0,-0.5,-0.4
BID: The Resolution of the Board of Director Approved The Plan of Issuing The City to Increase the 3rd Individual Capital in 2024,-1,-1,0.5,-0.4
BID: The Board of Directors Apprevoves The Plan and Contract for Bic to Rent An Unused Area at BIDV My Dinh Branch,-1,-1,0.5,-0.4
The First Vietnamese Bank Reached 2.5 Million Billion Dong of Total Assets,1,1,1,1
BID: Report on the company management situation in the first 6 months of 2024,-1,0,-0.5,-0.4
BID: Periodically Report The Situation of Principal and Interest in Corporate bonds in the first 6 months of 2024 and Separate,-1,0,-1,-0.6
BID: The board of directors Apprevoves The Money Insurance Contract at the Business Establishment and the Cash Bank on the Transportation Road,1,0,-1,-0.2
BID: Resolution of the board of directors on approving the city issuance plan to insital for ssi,-1,0,0.5,0
BID: Resolution of the board of directors on approving the plan to buy back before the deadline bid12234,-1,0,0.5,0
BID: Notice of Amendments and Supplements to the Organization and Operation Charter,1,1,0.5,0.8
BID: Authorization for Mr. Tran phuong to publish information,1,1,0.5,0.8
BID: Decision on the board of directors approving transactions with the involved party,-1,-1,-0.5,-0.8
"MBS: Resolution of the board of directors establishes a maximum credit limit of VND 2,300 Billion with BIDV",-1,0,-0.5,-0.4
BID: Resolution of the board of director on the issue of individual bonds in 2024,-1,-1,-1,-1
BID: The decision of the board of directors on changing the location of tam diep Branch headquarters,1,0,0.5,0.4
BID: The Board of Directors Apprves the Loan Transaction Between BIDV Thanh Xuan and Bidc Hanoi,-1,0,-0.5,-0.4
BID: Resolution of the board of directors approving the plan of issuing bond,-1,0,1,0.2
BID: Notice of Signing Audit Contracts 2024,-1,0,1,0.2
BID: Resolution and Minutes of Annual Shareholder Meeting in 2024,-1,0,0.5,0
BID: The Resolution of the Board of Director Approved The Plan To Issue Bonds to Increase Capital Separately,1,1,0.5,0.8
BID: Resolution of the board of directors approving the situation of the list of Eligible Bonds to Record Level 2,1,1,0.5,0.8
BID: The Board of Directors Apprevoves The Service Contract to Order Bond/Credit Trading Orders cum agreement on the method of transaction via fax/email with BSC,1,0,-1,-0.2
BID: Link to Announce Documents Meeting The Annual Shareholder Meeting in 2024,-1,0,-1,-0.6
BIDV Will Issue Individual Shares for How Much?,1,1,1,1
BID: Appointing Mr. Ham Jin Sik as a member of the executive board from 1.3.2024,1,1,1,1
"BID: 25.3.2024, Date of Education and Education Attended the Annual Shareholder of 2024",-1,-1,-1,-1
"Each value of 4 Times More Than Vietcombank, VinFast is now Unit in the country 'Surpasside': BIDV's Capitalization Has Reached 310,000 Billion Dong, Up Nearly 100,000 Billion after Half A Year.",1,1,1,1
BID: Ms. Phan Thi Chinh - Member of the Board of Directors Retired from 1.6.2024,1,0,1,0.6000000000000001
BID: Decision on the board of directors to amend the regulation on organization and operation,1,0,1,0.6000000000000001
"Total Capitalization ""Big 3"" Bank Vietcombank, BIDV and Vietinbank Exceeded 1 Million Billion Dong, Accounting for 1/5 of the Who Value of HOSE",1,1,1,1
Bid: Notice and Resolution of the Board of Director on the Organization of the 2024 Annual General Meeting of Shareholders,1,1,1,1
BIDV Will Soon Sell Capital to Foreign Investors?,1,1,-1,0.20000000000000007
"Bid Shares Increased the New Tran Lap Top, BIDV Capitalization Exceededed the Milestone of VND 300,000 Billion",1,1,-1,0.20000000000000007
BID: Termination of the Contract with Mr. Sung Ki Jung - Member of the Executive Board From 1.3.2024,-1,0,-1,-0.6
BID: Explanation of Profit After Tax Difference in Quarter 4/2023 Compared to Q4/2022,1,1,1,1
BID: CBTT The Contents Related to BIDV's Personel,-1,-1,-1,-1
"BID: Appointing Mr. Quach hung hiep as a member of the board of director from January 30, 2024",-1,-1,-1,-1
BID: Resolution and Minutes of Unusual General Meeting of Shareholders in 2024,-1,-1,-1,-1
BID: Appointing Mr. Nguyen Trung Kien as a member of the supervisory board from 30.1.2024,-1,-1,-1,-1
BID: Appointing Ms. We take the memory of the BKS from 30.1.2024,-1,-1,-1,-1
BID: Report on the situation of the company in 2023,1,1,0.5,0.8
BID: The Situation of Payment of Interest and Principal in 2023,1,1,0.5,0.8
"BID: The Board of Directors Apprves The Plan and Contract for Leasing An Unused Area at Phu Tho Branch, Branch Hand Hands",-1,0,-0.5,-0.4
BTN: T.P People's Court has accepted the case of "Credit Contract Dispute" According to the Lawsuit of BIDV Bank,-1,0,-1,-0.6
BID: Decision on the board of directors to approve the contract to buy Property Insurance with bic,1,0,0.5,0.4
"Bid: Mr. Quach Hung Hiep - Deputy General Director Sold 49,610 Shares",1,0,0.5,0.4
"Vietnamese Bank ""Shook Hands"" On The Leading Financial Institutions in Japan, Korea, Singapore: Vietcombank, VietinBank, BIDV All Grew Strongly, The Strategic Shareholders Won Big, Even many Times More Profitable Than Than",1,1,1,1
BID: Link to Announce The Unusual Meeting of the General Meeting of Shareholders in 2024,1,1,1,1
"Bid: Mr. Quach Hung Hiep - Deputy General Director Registered for Sale 49,610 Shares",1,1,1,1
"BIDV Shares to the Peak of History, Keb Hana Bank Twice After More Than 4 Years As A Strategic ShareHolder",-1,-1,-1,-1
BID: The Decision of the General Director on the change of the location of the headquarters of Sa Pa Branch,1,1,1,1
BID: Notice the day dkc to exercise the right to pay the Principal and Bond Interest,1,1,1,1
"BIDV Reported More Than 27,400 Billion dong in Tax Profit in 2023",1,1,1,1
BID: 28th Business Registration Certificate,1,1,1,1
"BID: 11.1.2024, Trading 641,912.084 Additional Listed Shares",-1,0,1,0.2
BID: Resolution of the board of directors approving the content of the agent contract with bic,-1,0,-1,-0.6
BID: The Board of Directors Apprves The Agent Appendix No. 02/2023 with BIDV MetLife,1,1,-0.5,0.4000000000000001
"BID: 29.12.2023, Additional Listing 641,912,084 Shares",-1,0,0.5,0
BID: The Decision of the Vietnam State Bank on the Amendment of the Contents of the Charter Capital in the Operating License of Bid,1,0,-1,-0.2
BID: Decision on the board of directors to approve the insurance handling plan at the first place,-1,0,0.5,0
BID: The 6th Business Registration Certificate,1,1,0.5,0.8
BID: The Board of Directors Apprves The Office's Plan and Contract with BIDV Saigon and Sumi Trust,1,0,0.5,0.4
BID: CBTT about the dkc dkc to exercise the right to pay bond interest,-1,0,-0.5,-0.4
BID: Adjustment of Individual and Consolidated Financial Statements in 2022 According to the Conclusion of the State Audit,1,0,-0.5,0
"BID: 28.12.2023, Date of Education and Training Attending the Extraorrdinary General Meeting of Shareholders in 2024",1,0,-0.5,0
"Enterprises for rent only in Vietnam: The Structure of Shareholders of Large Businesses, Every Day Profit of a Billion Dong Dong",-1,0,-0.5,-0.4
BID: Report on Stock Issuance Results To Pay DividiDIDID,-1,0,-0.5,-0.4
BID: The Board of Directors Approved the Contents of the Agent Contract in 2023,-1,0,-0.5,-0.4
BID: Decision on the board of directors to approve the credit grant with lvb to finance male sum 1A hydroelectric project,-1,0,0.5,0
BIDV Prepares An Extraordinary Shareholder Meeting,1,1,0.5,0.8
BID: The Resolution of the Board of Director on the Organization of An Extraordinary Shareholder Meeting in 2024,1,1,0.5,0.8
"BID: The number of Voting Shares is Circulating is 5,700,435,900 Shares",1,1,0.5,0.8
BID: Change the location of Cam Mix Branch,-1,0,0.5,0
Reveal the Revenue and Profit of the Largest Businesses in Vietnam,-1,0,1,0.2
"BID: November 28, 2023, Date of Education and Training to Issue Shares to Pay DividiDIDIDI (RATIO 100: 12.69)",1,0,0.5,0.4
BID: CBTT About Changing The Location of Dong Thap Branch Headquarters,1,1,1,1
BIDV and Edmond de Rothschild Cooperation in Providing The Leading Private Banking Service in Vietnam,-1,0,0.5,0
BID: CBTT The Contents Related to Stock Issuance to Pay Divididi,1,1,1,1
BID: CBTT Received A Letter from the Ssc on the Stock Issuance Report to Pay DividiDIDID,1,1,1,1
BID: Notice of Transactions With Relevant Party,-1,-1,-1,-1
BID: Resolution of the board of director on the issue of bonds Increasing indicual capital Separately in the Fourth Quarter of 2023,-1,-1,-1,-1
BID: Resolution of the board of directors on the image of the plan to insital,1,1,1,1
BID: CBTT Received a Letter from the State Bank on Increasing Charter Capital,-1,0,-0.5,-0.4
BID: Notice of Changing Location of Nam Ky Ky Nghia Branch Headquarters,1,0,0.5,0.4
BID: Resolution of the board of director on Paying DividiDID by Stocks,1,0,-0.5,0
BID: Decision on the board of directors to approve the shipping inscription contract with bic,-1,-1,-0.5,-0.8
BID: The Board of Directors Apprevoves The Agroves to Amend the Technical Support Contract Between BIDV and Hana Bank for the First Time,1,1,-1,0.20000000000000007
BID: CBTT Resolution of the Board of Directors Approved the Plan to Issue Individual Bonds,-1,0,1,0.2
BID: The Board of Directors Apprves Transactions with the Involved Party,1,0,0.5,0.4
BID: The Board of Directors Apprves The Plan and Contract for Leasing An Unused Area at Hung Yen Branch Headquarters,1,0,0.5,0.4
BID: The Board of Directors Apprves The Plan and Contract for Leasing Part of the Unused Area at the Headquarters of Kien Thanh.,1,0,0.5,0.4
BID: CBTT The Resolution of the Board of Directors Approved The Transaction with the Involved Party,-1,0,-1,-0.6
BID: The Decision of the Board of Directors Regarding The Change of Location of the City Branch. Thu Duc,-1,0,1,0.2
BID: Explanation of LNST Fluctuions in the Second Quarter of 2023 Compared to the Same Period last year,1,0,1,0.6000000000000001
"For the first time in 6 years of Interest Rate of BIDV Surpased Techcombank, Returning to the Runner -up Position of the Who System",1,0,1,0.6000000000000001
BID: Report on the company management situation in the first 6 months of 2023,-1,0,-1,-0.6
BID: Interest and Principal Payment Situation in the first 6 months of 2023,1,0,1,0.6000000000000001
BID: Receiving a Decision from Hanoi Stock Exchange for Approval of Bond Listing,-1,0,0.5,0
BID123003: Decision to approve the listing of bank for bank for Investment and Development of Vietnam,1,1,1,1
BID123002: Decision to approve the listing of Bank Bank for Investment and Development of Vietnam,1,1,1,1
BID123004: Decision to approve the listing of Bank Bank for Investment and Development of Vietnam,1,1,1,1
BID123002: Publication of Information on Vietnam Investment and Development Commercial Joint Stock Bank,1,1,1,1
BID123003: Announcement of Information on Vietnam Investment and Development Commercial Joint Stock Bank,1,1,1,1
BID123004: Announcing Information on Vietnam Investment and Development Joint Stock Commercial Bank,1,1,1,1
BID121027: Transaction with the relevant party (VALC),-1,-1,-0.5,-0.8
BID: Resolution of the board of directors regarding the transaction with the relevant party,-1,-1,-0.5,-0.8
BID121027: Transactions With Related Party (Keb Hana Bank - Hanoi Branch),1,1,0.5,0.8
BID: CBTT day dkcc to exercise the right to Pay Interest for Term 02,1,1,0.5,0.8
BID: The Board of Directors Approved The Transaction with the Relevant Party,1,1,0.5,0.8
BID: Resolution of the board of director,-1,0,-1,-0.6
BID122003: CBTT Issued Bonds to Increase Individual Capital in 2023,-1,0,-1,-0.6
BID122005: CBTT Issuing Bonds Increasing Individual Capital in 2023,-1,0,-1,-0.6
BID122004: CBTT Issued Bonds to Increase Capital Separately in 2023,-1,0,-1,-0.6
BID121027: CBTT Issued Bonds to Increase Individual Capital in 2023,-1,0,-1,-0.6
BID121028: CBTT Issued Bonds to Increase Capital Separately in 2023,-1,0,-1,-0.6
BID121027: Changing the location of Hung Vuong Branch Headquarters,1,0,-1,-0.2
BID: Decision of General Director Regarding to change the location of Hung Vuong Branch Headquarters,-1,0,1,0.2
BID121027: CBTT Trades with the relevant party (Hana Bank China),1,0,0.5,0.4
BID: Transaction notice with the relevant party,-1,0,-1,-0.6
Many "Giants" Banks Sell Capital to Foreign Countries,-1,-1,-1,-1
"BIDV is about to sell VND 121 Billion debt Being Mortgaged 4.086m2 of Tan Binh Land, Ho Chi Minh City and 400,000 DL1 Shares",-1,0,-1,-0.6
BID121027: CBTT Trades With The Relevant Party (BIC EAST),-1,0,-1,-0.6
BID: Decision on the board of directors approving transactions with the CLQ,-1,0,-1,-0.6
BID121027: Charter of Vietnam Investment and Development Commercial Joint Stock Bank 2023,-1,0,-1,-0.6
BID: BIDV 2023,-1,0,-1,-0.6
BID121027: CBTT on Transacts with the relevant party,1,1,1,1
BID121027: Notice of Personel Change,-1,0,-0.5,-0.4
BID121027: Send State Capital Representative at BIDV,-1,0,-0.5,-0.4
BID: Transaction notice with related parties,-1,0,-0.5,-0.4
BID121027: Resolution of the Annual General Meeting of Shareholders in 2023,1,0,-0.5,0
Bidl2129006C: Stop Reviewing The Registration File for Securities Listing at the Hanoi Stock Exchange,1,0,-0.5,0
Bidl2131007C: Stop Reviewing The Registration File for Securities Listing at the Hanoi Stock Exchange,1,0,-0.5,0
Bidl2128005c: Stop Reviewing The Registration File for Securities Listing at the Hanoi Stock Exchange,1,0,-0.5,0
BID121027: Transactions with the relevant party (Keb Hana Bank Hanoi and Ho Chi Minh Branch),1,0,-0.5,0
"BID: Appointing Mr. Dang Van Tuyen To Hold The Position of Member of the Board of Director from April 28, 2023",1,0,-0.5,0
BID: Decision on SBV for the Representive of the State Capital at BIDV,1,0,-0.5,0
BID: Meeting Minutes and Resolution,1,0,-0.5,0
BID: The Board of Directors Apprves the Contract/Agrova to the Commitment Limited BiDV and Keb Hana Bank Branch,-1,0,0.5,0
"BIDV General Meeting: Preparation for Dividies, Expected Profit in 2023 Increased by 10-15%",-1,0,0.5,0
BID121027: CBTT Auditing Contract Annual,-1,0,-0.5,-0.4
BID: Signing the audit Service Contract in 2023,1,0,-0.5,0
BID121027: CBTT changes the location of Nam Dinh Branch,-1,0,-1,-0.6
BID: Decision on changing addresses of Nam Dinh Branch Headquarters,-1,0,-1,-0.6
BID: Documentation Documents Meeting of the Annual General Meeting of Shareholders in 2023,-1,0,-1,-0.6
BID121027: CBTT Trades With the Relevant Party (BIDV Tower),-1,0,1,0.2
"BID: The Board of Directors Apprves the Policy, Plan and Contract to lease the Office Area at the 12th Floor of BIDV Tower",-1,0,1,0.2
"BID: Report on the use of Capital Collected From the Issuance of Bonds in December 31, 2022",-1,-1,1,-0.2
"BID121027: CBTT Reports The Use of the Money Collected From the Issuance of Bonds For Bonds with outstanding Loans in December 31, 2022.",-1,-1,1,-0.2
Annual Shareholder Meeting of Banks in 2023,1,0,0.5,0.4
"Vietcombank and BIDV have an additional USD 10 Billion in Capitalization After 5 Months, 4 Times More Than Novaland, Kinh Bac, Phat Dat, Dic Corp, Dat Xanh Combined",-1,0,-1,-0.6
"Banking Stocks, Securities in the Waves, A ""Knot"" Still Waiting to Be Removed",-1,0,1,0.2
BID: Supplementing the Content Amendment of Customer Development Cooperation Contracts Between BIDV and BSC,-1,0,-0.5,-0.4
BID121027: CBTT Trades with the relevant party (BSC),-1,0,-0.5,-0.4
"BID: 23.3.2023, Date of Education and Education Attended the Annual General Meeting of Shareholders in 2023",1,1,-0.5,0.4000000000000001
BID121027: Resolution on the organization of the 2023 Annual General Meeting of Shareholders,-1,0,-0.5,-0.4
BID: Resolution of the board of director on the organization of the Annual Shareholder Meeting in 2023,1,1,-1,0.20000000000000007
BID121027: Information of the number of control board for the term 2022-2027,1,0,-1,-0.2
BID121028: Company Administration Report in 2022,1,0,-1,-0.2
"Thanks to BIDV's Profit, More Than 70%, Reaching Approximately 1 Billion USD in 2022?",1,1,1,1
BID: Report on the company management situion in 2022,1,1,-1,0.20000000000000007
BID122005: CBTT Periodically Report The Situation of Principal and Interest in Corporate Bonds,-1,-1,1,-0.2
BID122005: CBTT Results Offering Bonds to the 2nd Public (Direct distribution),-1,-1,1,-0.2
BID122004: CBTT BC Periodically The Situation of Principal and Interest in Corporate Bonds,-1,-1,1,-0.2
BID122004: CBTT Results Offering bonds to the second public (Direct distribution),-1,-1,1,-0.2
BID122003: CBTT Periodically Report The Situation of Principal and Interest in Corporate Bonds,-1,-1,1,-0.2
BID122003: CBTT Results Offering Bonds to the Public Phase 2 (Direct distribution),-1,-1,1,-0.2
BID121028: CBTT Periodically Report The Situation of Principal and Interest in Corporate Bonds,-1,-1,1,-0.2
BID121027: CBTT Periodically Report The Situation of Principal and Interest in Corporate Bonds,-1,-1,1,-0.2
BID121027: CBTT Results Offering Bonds to the 2nd Public (Direct distribution),-1,-1,1,-0.2
BID: Report on the Results of the Public Bond Issuance to the second phase (Direct distribution),1,1,1,1
BID: Periodically reports the sacituion of Principal and Interest in Corporate bonds,1,1,1,1
"BIDV Became Runner -up of Vietnam's Stock Market Capitalization, ""Surpasside"" The Duo Vingroup",1,1,0.5,0.8
BID121027: CBTT Trades With the Relevant Party (BIC),1,1,0.5,0.8
BID: The Board of Directors Approved BIDV's Money Insurance Contract with Bic Insurance Company in 2023,1,1,0.5,0.8
BID122005: CBTT changes the location of Lach Tray Branch,-1,-1,-0.5,-0.8
BID122004: CBTT changes the location of Lach Tray Branch,-1,-1,-0.5,-0.8
BID122003: CBTT Changes The Location of Lach Tray Branch,-1,-1,-0.5,-0.8
BID121028: CBTT Changes The Location of Lach Tray Branch,-1,-1,-0.5,-0.8
BID121027: CBTT Changes The Location of Lach Tray Branch,-1,-1,-0.5,-0.8
BID121027: CBTT The Final Registration Date to exercise the right to pay bond interest,-1,-1,-0.5,-0.8
BID122005: CBTT Auditing Contract Annual,-1,-1,-0.5,-0.8
BID122003: CBTT Auditing Contract Annual,-1,-1,-0.5,-0.8
BID122004: CBTT Annual Audit Contract,-1,-1,-0.5,-0.8
BID121028: CBTT Annual Audit Contract,-1,-1,-0.5,-0.8
BID: Decision to change the location of Lach Tray Branch Headquarters,-1,-1,-0.5,-0.8
BID122005: Report Documents Implementing Bid's 2nd Public Bond Offering,1,1,0.5,0.8
BID: Issuing bonds to the public phase 2,1,1,0.5,0.8
BID121027: Report Documents Implementing Bid's 2nd Public Bond Offering,1,1,0.5,0.8
BID122005: Notice of the Final Registration Date and Confirm The List of Securities Owners,1,1,0.5,0.8
BID122004: Notice of the Final Registration Date and Confirm The List of Securities Owners,1,1,0.5,0.8
BID122003: Notice of the Final Registration Date and Confirm The List of Securities Owners,1,1,0.5,0.8
BID122005: CBTT Issues Bonds to the Second Public (Through Direct Issuance Through Branches/Transaction Offices/Headquarters of BIDV),1,1,0.5,0.8
BID122004: CBTT Issud Bonds to the second public (Through Directly Issed Through Branches/Transaction Offices/Headquarters of BIDV),1,1,0.5,0.8
BID122003: CBTT Issues Bonds to the Second Public (Through Directly Issed Through Branches/Transaction Offices/Headquarters of BIDV),1,1,0.5,0.8
BID121028: CBTT Issuing Bonds to the Second Public (Through Direct Issuance Through Branches/Transaction Offices/Headquarters of BIDV),1,1,0.5,0.8
BID121027: CBTT Issues Bonds to the Second Public (Through Directly Issed Through Branches/Transaction Offices/Headquarters of BIDV),1,1,0.5,0.8
BID122003: Official Letter of the Ssc Regarding the documenting the image of Bid's 2nd Public Bond Offering,-1,0,-0.5,-0.4
Bid122004: Official Letter of the Ssc Regarding the documenting the image of Bid's 2nd Public Bond Offering,-1,0,-0.5,-0.4
Bid122005: Official Letter of the Ssc Regarding the documenting the image of Bid's Second Public Bond Offering,-1,0,-0.5,-0.4
BID121028: Official Letter of the Ssc Regarding the documenting the image of Bid's 2nd Public Bond Offering,-1,0,-0.5,-0.4
BID121027: Official Letter of the Ssc Regarding the documenting the image of Bid's 2nd Public Bond Offering,-1,0,-0.5,-0.4
BID122005: Notice of the Final Registration Date to exercise the right to pay bond interest,1,0,0.5,0.4
BID122004: Notice of the Final Registration Date to exercise the right to pay bond interest,1,0,0.5,0.4
BID122003: Notice of the Final Registration Date to exercise the right to pay bond interest,1,0,0.5,0.4
BID121028: Notice of the Final Registration Date to exercise the right to pay bond interest,1,0,0.5,0.4
"BID: DKK DKC TO MAKE PAYMENT Of Bonds 1 of BID122003, BID122004, BID122005",-1,0,-0.5,-0.4
BID121027: Notice of Personel Change Due to Retirement According to the Regime For Ms. Nguyen Thi Thu Huong,-1,0,-1,-0.6
BID122005: CBTT Assigns The Tasks of Operation of the BIDV Supervisory Board for the Term 2022-2027,1,0,-0.5,0
BID122004: CBTT Assigns The Tasks of Operation of the BIDV Supervisory Board for the Term 2022-2027,1,0,-0.5,0
BID122003: CBTT Assigns The Tasks of Operation of BIDV Supervisory Board for the Term 2022-2027,1,0,-0.5,0
BID121028: CBTT Assigns The Tasks of Operation of the BIDV Supervisory Board for the Term 2022-2027,1,0,-0.5,0
BID121027: CBTT Assigns The Tasks of Operation of the BIDV Supervisory Board for the Term 2022-2027,1,0,-0.5,0
"Vietcombank, PV GAS, BIDV, Becamex IDC and EVN GENCO2 - The Group with State Shares Became A ""Hard"" Pedestal When The Stock Market Plunged in 2022",-1,-1,-1,-1
"Vietcombank, BIDV, Vincom Retail, PNJ ... and A Series of Enterprises Overtaking Storms 2022: Marketing Increased Tens of Thousands of Billion dong from the Beginning of the Year Despite the 7 -Month Long Decline",-1,0,1,0.2
"Agribank, Vietinbank, Vietcombank and BIDV Will Equitize and Divest in the Period 2022-2025?",-1,-1,-1,-1
BID: CBTT Retired to enjoy the Social Insurance Regime of Ms. Vo Bich Ha - Member of the Supervisory Board,1,0,1,0.6000000000000001
BID122004: CBTT Retired to enjoy the Social Insurance Regime of the Board of Directors,1,0,1,0.6000000000000001
BID122005: CBTT Retired to enjoy the Social Insurance Regime of Members of the Supervisory Board,1,0,1,0.6000000000000001
BID121028: CBTT Retired to enjoy the Social Insurance Regime of Members of the Supervisory Board,1,0,1,0.6000000000000001
BID122003: CBTT Retired to enjoy the Social Insurance Regime of the Board of Directors,1,0,1,0.6000000000000001
BID121027: CBTT Retired to enjoy the Social Insurance Regime of the Board of Directors,1,0,1,0.6000000000000001
BID122005: The Policy of Divesting Investment in MHBR Through The Form of Business Dissolution,-1,-1,-0.5,-0.8
BID122004: The Policy of Divesting Investment in MHBR Through The Form of Business Dissolution,-1,-1,-0.5,-0.8
BID122003: The Policy of Divesting Investment in MHBR Through The Form of Business Dissolution,-1,-1,-0.5,-0.8
BID121027: The Policy of Divesting Investment in MHBR Through The Form of Business Dissolution,-1,-1,-0.5,-0.8
BID121028: CBTT Advocates Investing Capital at MHBR Through The Form of Business Dissolution,-1,-1,-0.5,-0.8
BID: Decision of the board of diricization of Divesting Investment in MHBR Through The Form of Business Dissolution,-1,-1,-0.5,-0.8
BID122003: CBTT Trades With the Relevant Party (BIDV MetLife),1,1,1,1
BID122004: CBTT Trades With the Relevant Party (BIDV MetLife),1,1,1,1
BID122005: CBTT Trades With the Relevant Party (BIDV MetLife),1,1,1,1
BID121027: CBTT Trades With the Relevant Party (BIDV MetLife),1,1,1,1
BID121028: CBTT Trades with the relevant party (BIDV MetLife),1,1,1,1
"BID: Through the appendix of agent no. 02/2022 With BIDV MetLife Life Insurance Co., Ltd.",1,1,-1,0.20000000000000007
BID: Resolution of the board of directors regarding the issue of bonds in 2022,-1,-1,1,-0.2
BID121027: Change the location of the headquarters of Lai Branch,1,1,1,1
BID121027: The Decision of the Board of Director Apprevoves The Capital Loan Loan Agrova Agreement Between BIDV Hanoi Branch and Bidc Hanoi Branch,1,1,1,1
BID: Ms. Nguyen Thi Thu Huong is no Longer a member of the board of director from 1.11.2022,1,1,1,1
BID: Change the location of BIDV Headquarters Lai Chau Branch,1,1,1,1
BID: The decision of the board of director v/v Through the inscription Contract of BIDV Branch with bic,1,1,-0.5,0.4000000000000001
BID: Decision of the board of director,1,0,-0.5,0
BID121028: Publish information about transactions with related party,-1,0,-0.5,-0.4
BID122005: Publish information about transactions with related party,-1,0,-0.5,-0.4
BID122004: Publish information about transactions with related party,-1,0,-0.5,-0.4
BID122003: Publish information about transactions with related party,-1,0,-0.5,-0.4
BID121027: Publish information about transactions with related party,-1,0,-0.5,-0.4
BID: Transaction with the relevant party,-1,0,1,0.2
BID121028: The Last Registration Date To Exercise the Right to Pay Bond Interest,1,1,1,1
BID121027: The last registration date to exercise the right to pay bond interest,1,1,1,1
BID121027: Notice of the Final Registration Date to Confirm The List of Securities Owners,1,1,1,1
BID121028: Notice of the Final Registration Date to Confirm The List of Securities Owners,1,1,1,1
"Mad Capitalization ""Evaporated"" Nearly 16 Billion USD from the Beginning of the Year, many different still surrounded bank shares",-1,-1,-1,-1
BID: Decision on the board of direors to approve the money insurance at BIDV's Business Establishment with BIC,-1,-1,-0.5,-0.8
BID: Decision on Change,1,1,1,1
BID: Decision on changing the location of Quy Nhon Branch Headquarters,1,1,1,1
BID: Adding Individual and Consolidated Financial Statements in 2021,-1,0,-0.5,-0.4
Dsc: Signing a Contract to buy and sell deposit cerium with BIDV WORTH VND 600 Billion,1,0,0.5,0.4
BID: Decision on change of location of Hay Ho Branch Headquarters,1,1,0.5,0.8
