title,score,label
bid122005 notic final registr date confirm list secur owner,0.8,2
bid122004 notic final registr date confirm list secur owner,0.8,2
bid122003 notic final registr date confirm list secur owner,0.8,2
bid122005 cbtt issu bond second public direct issuanc branchestransact officesheadquart bidv,0.8,2
bid122004 cbtt issud bond second public directli iss branchestransact officesheadquart bidv,0.8,2
bid122003 cbtt issu bond second public directli iss branchestransact officesheadquart bidv,0.8,2
bid121028 cbtt issu bond second public direct issuanc branchestransact officesheadquart bidv,0.8,2
bid121027 cbtt issu bond second public directli iss branchestransact officesheadquart bidv,0.8,2
bid122003 offici letter ssc regard document imag bid 2nd public bond offer,-0.4,0
bid122004 offici letter ssc regard document imag bid 2nd public bond offer,-0.4,0
bid122005 offici letter ssc regard document imag bid second public bond offer,-0.4,0
bid121028 offici letter ssc regard document imag bid 2nd public bond offer,-0.4,0
bid121027 offici letter ssc regard document imag bid 2nd public bond offer,-0.4,0
bid122005 notic final registr date exercis right pay bond interest,0.4,2
bid122004 notic final registr date exercis right pay bond interest,0.4,2
bid122003 notic final registr date exercis right pay bond interest,0.4,2
bid121028 notic final registr date exercis right pay bond interest,0.4,2
dkk dkc make payment bond 1 bid122003 bid122004 bid122005,-0.4,0
bid121027 notic personel chang due retir accord regim ms nguyen thi thu huong,-0.6000000000000001,0
bid122005 cbtt assign task oper bidv supervisori board term 20222027,0.0,1
bid122004 cbtt assign task oper bidv supervisori board term 20222027,0.0,1
bid122003 cbtt assign task oper bidv supervisori board term 20222027,0.0,1
bid121028 cbtt assign task oper bidv supervisori board term 20222027,0.0,1
bid121027 cbtt assign task oper bidv supervisori board term 20222027,0.0,1
vietcombank pv ga bidv becamex idc evn genco2 group state share becam hard pedest stock market plung 2022,-1.0,0
vietcombank bidv vincom retail pnj seri enterpris overtak storm 2022 market increas ten thousand billion dong begin year despit 7 month long declin,0.2,1
agribank vietinbank vietcombank bidv equit divest period 20222025,-1.0,0
cbtt retir enjoy social insur regim ms vo bich ha member supervisori board,0.6000000000000001,2
bid122004 cbtt retir enjoy social insur regim board director,0.6000000000000001,2
bid122005 cbtt retir enjoy social insur regim member supervisori board,0.6000000000000001,2
bid121028 cbtt retir enjoy social insur regim member supervisori board,0.6000000000000001,2
bid122003 cbtt retir enjoy social insur regim board director,0.6000000000000001,2
bid121027 cbtt retir enjoy social insur regim board director,0.6000000000000001,2
bid122005 polici divest invest mhbr form busi dissolut,-0.8,0
bid122004 polici divest invest mhbr form busi dissolut,-0.8,0
bid122003 polici divest invest mhbr form busi dissolut,-0.8,0
bid121027 polici divest invest mhbr form busi dissolut,-0.8,0
bid121028 cbtt advoc invest capit mhbr form busi dissolut,-0.8,0
decis board diric divest invest mhbr form busi dissolut,-0.8,0
bid122003 cbtt trade relev parti bidv metlif,1.0,2
bid122004 cbtt trade relev parti bidv metlif,1.0,2
bid122005 cbtt trade relev parti bidv metlif,1.0,2
bid121027 cbtt trade relev parti bidv metlif,1.0,2
bid121028 cbtt trade relev parti bidv metlif,1.0,2
appendix agent 022022 bidv metlif life insur co ltd,0.2,1
resolut board director regard issu bond 2022,-0.2,1
bid121027 chang locat headquart lai branch,1.0,2
bid121027 decis board director apprevov capit loan loan agrova agreement bidv hanoi branch bidc hanoi branch,1.0,2
ms nguyen thi thu huong longer member board director 1112022,1.0,2
chang locat bidv headquart lai chau branch,1.0,2
decis board director vv inscript contract bidv branch bic,0.4000000000000001,2
decis board director,0.0,1
bid121028 publish inform transact relat parti,-0.4,0
bid122005 publish inform transact relat parti,-0.4,0
bid122004 publish inform transact relat parti,-0.4,0
bid122003 publish inform transact relat parti,-0.4,0
bid121027 publish inform transact relat parti,-0.4,0
transact relev parti,0.2,1
bid121028 last registr date exercis right pay bond interest,1.0,2
bid121027 last registr date exercis right pay bond interest,1.0,2
bid121027 notic final registr date confirm list secur owner,1.0,2
bid121028 notic final registr date confirm list secur owner,1.0,2
mad capit evapor nearli 16 billion usd begin year mani differ still surround bank share,-1.0,0
decis board direor approv money insur bidv busi establish bic,-0.8,0
decis chang,1.0,2
decis chang locat quy nhon branch headquart,1.0,2
ad individu consolid financi statement 2021,-0.4,0
dsc sign contract buy sell deposit cerium bidv worth vnd 600 billion,0.4,2
decis chang locat hay ho branch headquart,0.8,2
decis board director contract bic rent unus arrea build build quang ngai,-0.4,0
market bank stock incrend nearli 6 billion usd 2 month,-0.4,0
bid121027 board director apprv co provis intern travel insur servic,-0.6000000000000001,0
appoint mr tran phuong deputi gener director 152022,0.8,2
decis board director approv inscript servic provis contract,0.8,2
bid121027 report situat princip interest corpor bond,0.2,1
bid122005 report compani manag situat first 6 month 2022,0.2,1
bid121027 report compani manag situat first 6 month 2022,0.2,1
bid121028 report situat compani manag first 6 month 2022,0.2,1
bid122003 report compani manag situat first 6 month 2022,0.2,1
bid122004 report compani manag situat first 6 month 2022,0.2,1
bid121027 bidv board director apprevov polici plan contract leas addit area 13th floor bidv tower,0.2,1
bid121027 bidv board director approv capit loan agreement bidv bidv bidc,0.2,1
appr made capit lend agreement bidv bidc thanh thang group invest jsc,1.0,2
bidv newspap interest 6 month exceed 11000 billion record rate bad debt high,1.0,2
board director apprv polici plan contract leas addit area 13th floor bidv tower,0.2,1
bid121027 contract buy ship insur money insur contract,0.0,1
bid122003 contract buy ship insur money insur contract,0.0,1
report compani manag situat first 6 month 2022,0.0,1
bid122004 contract buy ship insur money insur contract,0.0,1
bid122005 contract buy insur money insur contract,0.0,1
bid121028 contract buy ship insur money insur contract,0.0,1
period report sacituion princip interest corpor bond first 6 month 2022,-0.4,0
board director approv insur purchas contract,-0.8,0
decis board director,-0.8,0
appoint mr danh chuong person charg compani administr 172022,0.8,2
board director apprv sblc issuanc sci jsc,0.0,1
decis chang locat center center saigon center,0.0,1
decis chang locat headquart lam son branch,0.2,1
board director approv plan rent unus area binh dinh branch headquart,0.2,1
continu hold record financi bank industri bidv made bold impress 65 year journey develop,-0.4,0
bid mr tran phuong author publish inform 2452022,0.4,2
first trade day bond,0.0,1
bidv bid debt vnd 120 billion gac vietnam,0.8,2
receiv decis hnx vv approv list bidv bond,-1.0,0
bid122003 2052022 first transact 10524298 list bond,-1.0,0
bid121028 may 20 2022 first transact 9710000 list bond,-1.0,0
bid121027 may 20 2022 first transact 12000000 list bond,-1.0,0
bid122005 2052022 first transact 1570272 list bond,-1.0,0
bid122004 date 2052022 first transact 10000000 list bond,-1.0,0
bid121028 inform disclosur vietnam invest develop joint stock commerci bank,-1.0,0
bid122005 inform disclosur vietnam invest develop commerci joint stock bank,-1.0,0
bid122004 inform disclosur vietnam invest develop commerci joint stock bank,-1.0,0
bid122003 inform disclosur vietnam invest develop commerci joint stock bank,-1.0,0
bid121027 decis approv list commerci commerci bond vietnam invest develop,-0.8,0
bid122005 decis approv list commerci commerci bond vietnam,-0.8,0
bid122004 decis approv list commerci commerci bond vietnam invest develop,-0.8,0
bid122003 decis approv list commerci commerci bond vietnam,-0.8,0
bid121028 decis approv list commerci commerci bond vietnam invest develop,-0.8,0
link announc revis compani charter,-0.8,0
board director apprv transact relev parti,-0.4,0
appoint mr phan duc tu bottl board director term 2022 2027,-0.4,0
set provis nearli 7400 billion profit big man bank still increas 33 first quarter,-0.3,0
resolut minut annual sharehold meet 2022,0.8,2
resolut board director approv exp program 2022 annual gener meet sharehold,0.8,2
bidv gener meet plan increas charter capit vnd 61200 billion issu individu 9,0.8,2
decis state bank vietnam regard extens time limit foreign exchang activ,-0.4,0
resolut board director appreves bond issuanc plan form individu issuanc,0.2,1
link announc document annual gener meet sharehold 2022,-0.8,0
sbv decis open use bad account foreign countri,1.0,2
bid decis state bank vietnam addit content establish oper bid,-0.8,0
2532022 addit list 1036505776 share,-0.4,0
report situat princip interest public bond 2021,-0.8,0
report situat princip profit bond iss individu 2021,-0.8,0
report result offer bond public,-0.8,0
report compani manag situat 2021,-0.8,0
remind slowli cbtt chang number share vote right,-0.8,0
inforgraph notabl fluctuion bank financ industri januari 20,0.8,2
offici letter ssc statement report stock issauanc pay dividend bid,-0.4000000000000001,0
number vote share circul 5058523816 share,-0.4000000000000001,0
board director approv draw appendix contract amend loan capit keb hanabank,-0.4000000000000001,0
1 billion bidv share prepar account 28684 investor,-0.4,0
giant wake big4 stock increas nearli 20 first 9 session 2022,0.8,2
issu 1036505776 share pay divididi,0.8,2
soi bad debt 3 big vietcombank vietinbank bidv,-0.6000000000000001,0
inforgraph hottest bank financi event first week 2022,-0.6000000000000001,0
decis chang local headquart april,0.2,1
board director apprv plan rent part headquart,0.0,1
board director approv credit grant loan agreement bidv dong nai bidc hanoi,0.0,1
offer public bond,-0.4,0
bach fox offer bond public,-0.4,0
inform updat inform bach bach offer bond public,-0.4,0
bid commit issu organ investor,-0.4,0
board director apprevov credit card limit deputi gener director,-0.4,0
certif registr public bond,-0.4,0
resolut board director amend support issuanc plan commit list bond,-0.4,0
decis ssc apprevov extens certif registr public bond bid,-0.4,0
resolut board director approv plan issu bond public,-0.4,0
offici letter ssc report stock issuanc pay dividend bid,-0.4,0
number vote share circul 5058526255 share,-0.4,0
bidv chairman phan duc tu reveal busi result 2021,-0.4,0
board director apprv plan rent unus area,-0.6000000000000001,0
issu 1036508215 share pay dividididid,0.4,2
chang locat binh chanh branch,-0.6000000000000001,0
decis chang locat nam ha tinh branch headquart,-1.0,0
decis chang locat headquart district 3 ho chi minh citi,-1.0,0
attend busi close right receiv dividididi cash share bonu stock decemb 20 decemb 24 2021,-0.6000000000000001,0
23122021 day educ day 2020 200 vndcp share 100 2577119312 ratio,-0.6000000000000001,0
board director apprv polici plan contract leas addit offic area bidv tower,-0.6000000000000001,0
calendar right receiv cash divididi 6 busi,-0.4,0
bidv close 2412 divid dividididan state sharehold receiv 650 billion cash nearli 840 million new share,0.0,1
content concern cash divedend payment stock issuanc pay dividind,0.0,1
offici letter ssc issuanc share pay dive bidv,0.0,1
bidv approv sbv dividend 2577,0.4,2
bid offici letter sbv approv increas charter capit bid,0.4,2
resolut board director approv profit distribut plan 2020,0.8,2
bidv prepar divid dividi stock 2577,-0.8,0
minut resolut gener meet sharehold collect sharehold write,-0.8,0
bid121028 receiv registr document secur list joint stock commerci bank invest develop vietnam,0.0,1
board director apprevov contract guarante transact intern capit loan,0.0,1
foreign investor net sold trillion vpb hdb novemb strongli collect share ctg bid,0.0,1
bid121027 receiv registr document secur list vietnam invest develop commerci joint stock bank,0.0,1
board director apprevov result socialist new level adjust limit bsl,-0.4,0
bidv want sell debt nearli 900 billion giant ca mau fisheri,0.0,1
bidv want issu 1 billion share pay dive nearli 26 charter capit expect exceed 50500 billion,-0.4000000000000001,0
bid10406 acquir bond due date,0.2,1
decis board director regard transact involv parti,0.2,1
board director apprevov agreement relev parti,-0.6000000000000001,0
promot new issuanc activ acquir bond bank,-1.0,0
novemb 19 2021 date educ train collect sharehold write second time 2021,0.6000000000000001,2
bid11908 decis cancel bid11908 bond post,0.6000000000000001,2
bid11908 list bond11908 bond,0.6000000000000001,2
bid11908 dkk dkc payment bond interest 2021,0.6000000000000001,2
state own group vietcombank gape profit vietinbank bidv activ prevent,0.6000000000000001,2
less revenu techcombank profit superior bidv vietinbank,0.6000000000000001,2
result public bond offer method guarante issud 2021,0.2,1
result public bond offer method agent issu 2021,0.2,1
bid11908 back deadlin bidv,1.0,2
appr made plan rent temporari area unus headquart hoa binh,0.2,1
resolut board director comment write,0.6000000000000001,2
bidv collect sharehold divididididid,0.6000000000000001,2
soi bad debt vnd 50000 billion 3 big vietcombank vietinbank bidv,-0.6000000000000001,0
bidv profit go 3rd quarter 2021,-0.6000000000000001,0
decis board director regard amend support compani charter capit,0.2,1
two transact relev parti,-0.6000000000000001,0
decis board director appreves bidv deposit invest transact lao viet bank,-0.6000000000000001,0
decis loan credit grant capit nam kim steel joint stock compani bidv bidc vrb,-0.4,0
decis board director loan capit bidc hn amaccao quang tri wind plant project 1,-0.4,0
decis board director appreves draw draw loan agreement bidv vrb,-0.2,1
issu bond public,1.0,2
26th busi registr certif,0.0,1
decis board director lend limit tsb hana microfin limit myanmar,0.0,1
decis board director approv payment transact advanc part deposit contract bidc lvb,0.0,1
bid notic sbv decis amend bidv head offic address,0.0,1
chang locat headquart bac quang binh,-0.6000000000000001,0
vdsc bidv receipt new credit growth limit,1.0,2
bid offici letter ssc maximum bid spn,0.0,1
explan semi fluctuat semi formal sale 2021 review compar period 2020,-0.6000000000000001,0
disturb profit growth big 3 vietnames bank,1.0,2
period report sacituion princip interest corpor bond first 6 month 2021,0.0,1
report compani manag first 6 month 2021,0.0,1
resolut board director regard bidv bond issu public 2021,-0.8,0
vote record collect sharehold write 2021,-0.8,0
resolut board director apprevov adjust issuanc bond public,-0.8,0
resolut board director approv applic registr bond public,-0.8,0
3062021 date educ train sharehold write,0.2,1
resolut board director regard organ collect sharehold write,0.8,2
decis board director vv chang name binh tay saigon branch,0.8,2
bidv profit tax nearli vnd 3400 billion first quarter 2021 lower vpbank mb,-0.3,0
bid mr tran thanh van stop work tvhđqt 152021,0.8,2
vdsc bidv depend level 2 invreas credit,-0.6000000000000001,0
bid resolut minut annual gener meet sharehold 2021,-0.6000000000000001,0
appoint mr le ngoc lam gener director 1232021,-0.6000000000000001,0
annual report path 2020,-0.6000000000000001,0
bidv gener meet sharehold set target profit 2021 reach 13000 billion motiv,-0.6000000000000001,0
bidv gener meet sharehold keb hana bank sure particip upcom stock issuanc,-0.6000000000000001,0
bidv aim profit 2021 reach 13000 billion dong expect dividididid stock 122,1.0,2
explan profit tax differ 2020 compar 2019,-1.0,0
chang locat headquart thach branch,0.8,2
bidv move annual meet annual sharehold meet,0.8,2
decis board director regard approv transact involv parti,0.8,2
increas provis expens bidv 4th quarter profit declin 42,-0.8,0
report compani manag situat 2020,1.0,2
stock increas shock deepli decros 2020 leav mani emot investor,-0.6000000000000001,0
board director apprv polici author perform transact cb,-0.4,0
board director apprv polici author carri deposit recavel lao,-0.4,0
board director appredit limit commerci bank vietnam construct one member limit liabil cb,-0.4,0
path explan profit fluctuion adjust state audit factor 2023,0.8,2
resign mr nguyen hao member board director,-0.4,0
submit nation assembl invest addit 20695 billion dong state capit vietcombank,0.4,2
inform compulsori transfer vietnam construct bank,-0.4,0
resolut board director approv plan issu individu green bond 2024,0.0,1
board director apprevov credit limit vcbl,-0.6000000000000001,0
notic use new seal,0.2,1
board director apprevov adjust credit limit mizuho bank ltd,0.2,1
board director approv transact vcbm,0.0,1
compani charter amend 2024,0.0,1
regult organ oper board director amend 2024,0.0,1
regul intern manag 2024,0.0,1
regult organ oper supervisori board 2024,0.0,1
appoint ms dinh thi thai head supervisori board august 19,1.0,2
minut meet resolut extraordinari gener meet sharehold 2024,1.0,2
notic updat supplement unusu gener meet sharehold 2024,0.2,1
vietcombank temporarili withdraw separ releas plan unusu sharehold meet,-0.4,0
resolut board director 387 august 13 2024,-0.4,0
appoint ms tran hanh charg supervisori board 182024,0.2,1
offici dispatch announc 2nd quarter 2024 link,1.0,2
report compani manag situat first 6 month 2024,1.0,2
extraorrdinari gener meet sharehold 2024,0.0,1
appoint mr nguyen thanh tung bottl board director 2672024,0.0,1
vietcombank new readman board director,0.0,1
1872024 date educ train organ extraordinari sharehold 2024,0.0,1
resolut board director prepar organ extraordinari sharehold meet 2024,0.4,2
board director approv transact vcb,0.0,1
bod apprevov transact mizuho bank,-0.6000000000000001,0
notic chang establish oper licens,-0.8,0
minut meet resolut,0.0,1
announc path privat financi statement hn q12024,0.0,1
updat support document annual gener meet sharehold 2024,0.0,1
materi annual sharehold meet 2024,0.4000000000000001,2
appoint mr dang hoai duc deputi gener director,0.2,1
explain differ lnst 2023 compar previou year,0.0,1
board director apprevov polici trade vietnames govern bond usd vfc subsidiarri,0.4,2
board director apprv deposit limit vfc subsidiarri,-0.6000000000000001,0
2632024 date educ educ attend annual sharehold meet 2024,0.4,2
resolut board director,0.2,1
vietcombank close plan use nearli 21700 billion profit 2022 divid dividind,1.0,2
resolut board director approv profit distribut plan 2022,1.0,2
vietcombank prepar sharehold meet discuss profit distribut increas capit,0.6000000000000001,2
resolut board director approv polici chang name locat estenc new branch,-0.6000000000000001,0
resolut board director apprevov prepar organ annual gener meet sharehold 2024,-0.6000000000000001,0
board director apprv second share purchas contract mizuho bank ltd,-0.6000000000000001,0
big4 group personel salari bonu higher chairman gener director,-1.0,0
vietcombank profit 41000 billion 2023 come,-1.0,0
link financi statement explain profit tax differ q4 2023 compar 4th quarter 2022,-1.0,0
report compani manag 2023,0.0,1
minut resolut document extraordinari gener meet sharehold novemb 2023,0.8,2
vietcombank appoind legal repres instead mr pham quang dung,0.6000000000000001,2
notic chang personel legal repres,0.8,2
notic chang 17th enterpris registr certif,0.8,2
appoint mr viet hung charg board director 112024,0.4,2
decis appoint mr pham quang dung deputi governor state bank vietnam,0.4,2
result individu bond offer,0.8,2
ms nguyen thi kim oanh member board director bought 5000 share,0.0,1
resolut board director approv plan issu individu bond 2023,0.0,1
vietcombank appoint new chief account,0.0,1
busi situat seri enterpris stock peak histori 2023,-0.6000000000000001,0
notic sign audit contract 2024,0.6000000000000001,2
ms nguyen thi kim oanh member board director buy 10000 share,-0.4,0
minut meet resolut extraordinari gener meet sharehold novemb 2023,0.6000000000000001,2
vietcombank meet unusu sharehold tomorrow,-0.6000000000000001,0
addit updat unusu gener meet sharehold 2023,-0.6000000000000001,0
updat support extraordinari meet genera,-0.6000000000000001,0
link individu financi statement consolid q32023 explain volatil q32023,0.4000000000000001,2
explan profit tax differ quarter 32023 compar 3rd quarter 2022 linkag link 3rd quarter 2023,0.4000000000000001,2
use account nearli 14 vietnam stock exchang valu total capit synng vingroup good vietcombank,0.4000000000000001,2
resolut board director approv polici chang locat vung tau headquart,-0.4,0
notic chang 16th registr certif,0.8,2
regult organ amend support,-0.4,0
resolut board director approv number articl charter registr amend,0.4,2
decis state bank vietnam regard amend content charter capit oper licens,-0.2,1
cbtt materi meet sharehold abnorm,-0.2,1
board director apprevov credit limit vcbl subsidiarri,0.8,2
chang locat thai binh branch,1.0,2
1592023 trade 856574691 addit list,0.0,1
3082023 addit list 856574691 share,0.4000000000000001,2
resolut board director approv stop implement bac khanh hoa,-0.4,0
august 3182023 date educ train extraorrdinari gener meet sharehold octob 2023,-0.8,0
vietcombank prepar unusu sharehold meet,0.4,2
vietcombank appoint seri senior personel,0.4,2
cbtt resolut board director regard unusu gener meet sharehold octob 2023,0.4,2
cbtt link semi year old review 2023 year explan,-0.4,0
cbtt receiv feedback ssc report result stock issauanc pay dividididididedi,-0.4,0
notic personnel chang,-0.4,0
issud 856574691 share pay dividididid,-0.6000000000000001,0
number share vote right circul 558909121262 share,-0.6000000000000001,0
top busi largest interest first half 2023 vinhom surpassid vietcombank 1 posit vpbank decros 12 step,-0.6000000000000001,0
explan profit fluctuion second quarter 2023 compar period last year,-0.2,1
vietcombank total asset decreat vnd 109500 billion first half year,-0.2,1
report compani manag situat first 6 month 2023,-0.6000000000000001,0
vietcombank becam first stock exceed threshold half billion dollar capit vietnam stock histori,0.2,1
vietcombank gener director nguyen thanh tung first 6 month vietcombank grew credit 26 provis rate bad debt still 350,0.2,1
2572023 date educ train issud divend payment 1000 181 ratio,0.0,1
resolut board director approv registr bond transact indicim bond vcb,0.8,2
vietcombank close list sharehold 181 dividodsi,0.8,2
cbtt resolut board director apprevov stock issauac plan pay dividididid,0.8,2
cbtt vv issu share pay divididid,0.8,2
big man prepar pay dividi rate 181,0.0,1
offici letter ssc search document result stock issuanc pay divididi,0.0,1
transact relev peopl,0.0,1
becom parent bank construct bank vietcombank,1.0,2
vietcombank share surpas peak capit approxim us 20 billion,0.2,1
sbv allow vietcombank increas capit 55800 billion dong,-0.2,1
offici letter state bank vietnam approv increas charter capit,-0.2,1
sharehold mani bank receiv good news,-0.6000000000000001,0
vietcombank prepar pay 18 increas capit vnd 55000 billion,1.0,2
receiv weak bank transfer mb vietcombank hdbank vpbank implement,-0.8,0
link announc financi statement quarter 12023 explan,-0.8,0
vietcombank profit increas 13 first quarter provis bad debt continu continu system,-0.3,0
correct independ bckt separ consolid financi statement 2022,0.4,2
correct hn 2022,0.4,2
resolut board director approv incurs charter capit stock issauanc pay dividind,0.4000000000000001,2
regult organ oper board director amend 2023,0.8,2
intern manag regult,0.8,2
rule amend 2023,0.8,2
chang personnel board director supervisori board term 20232028,-0.4,0
minut meet resolut annual gener meet sharehold 2023,-0.4,0
vietcombank profit 11200 billion first quarter expect pay divididi 181 print,-0.4,0
vietcombank gener meet sharehold expect deduct 21680 billion dong divididid 2022 submit govern advoc receiv compulsori transfer 1 ci,-0.4,0
updat support document annual gener meet sharehold 2023,-0.4,0
resolut board director approv transact nclq,-0.4,0
resolut board director approv transact nclq,-0.6000000000000001,0
resolut board director approv polici chang venu dong hanoi,-0.6000000000000001,0
explan profit fluctuat 2022 compar period last year,1.0,2
resolut board director approv draft document meet annual sharehold meet 2023,1.0,2
vietcombank welcom titl labor hero,-0.2,1
board director approv loan transact japanes intern cooper bank loan,0.0,1
offici letter state bank approv network develop plan 2022,-1.0,0
resolut board director apprevov deposit subsidiarri term,-1.0,0
2032023 date educ train organ annual gener meet sharehold 2023,0.0,1
resolut board director approv polici chang locat headquart bac thanh hoa branch,-0.4,0
board director apprv polici chang name locat branch headquart,-0.6000000000000001,0
collater vietcombank exceed 2 million billion dong real estat account nearli 74,-0.6000000000000001,0
resolut board director approv deposit limit vfc,0.6000000000000001,2
mr pham manh thang deputi gener director retir enjoy social insur 152023,0.0,1
etf fund special invest emerg near boundari area disburs trillion vietnam sinc begin year stock strongli gather,-0.4,0
sgi capit invest fund close increas proption mwg first month 2023,-1.0,0
vietcombank summar time capit exceeded bidv vietinbank combin,0.8,2
go tet mani bank chang senior personel,-1.0,0
explan profit fluctuion hn 42022 compar period last year,1.0,2
busi quarter vietcombank much effect annual profit big bank,1.0,2
appoint mr nguyen thanh tung member board director ceo januari 30 2023,-1.0,0
resolut meet minut document extraorrdinari gener meet sharehold 2022,-1.0,0
correctli correct unusu gener meet sharehold 2023,-1.0,0
updat support extraordinari sharehold document 2023,-1.0,0
report compani manag 2022,1.0,2
vietcombank aim grow least 12 2023,0.8,2
resolut board director approv polici chang locat dong nai branch headquart,-0.2,1
resolut board director approv transact nclq white card purchas,-0.8,0
vietcombank receiv compulsori transfer weak credit institut,0.4000000000000001,2
cbtt extraorrdinari gener meet sharehold 2023,0.4000000000000001,2
2022 vietcombank achiev surpas busi target proption provis bad debt 465 high,0.4000000000000001,2
support clarifi inform 2021 financi statement,-0.8,0
resolut board director approv profit darribut plan 2021,-0.8,0
vietcombank still lone star front,0.0,1
resolut board director approv polici chang locat thanh xuan branch headquart,-0.4,0
decemb 292022 date educ train organ extraordinari sharehold 2023,-0.6000000000000001,0
sign audit contract 2023,0.0,1
notic appoint personel deputi gener director chief account,0.0,1
resolut board director approv public bond issuanc report,-0.8,0
cbtt vv organ extraorrdinari gener meet sharehold 2023,-0.8,0
lq peopl crank cr system applic packag,-0.6000000000000001,0
exempt mr pham anh tuan member board director 1122022,-0.6000000000000001,0
resolut board director vv transact vcbm,0.0,1
resolut board director approv polici chang name locat hay handquart,-0.6000000000000001,0
board director appredit transact relev peopl,-0.6000000000000001,0
vietcombank announc tax profit nearli 25 trillion dong advanc deposit state treasuri increas sharpli,-0.6000000000000001,0
explain volatil busi result thirter 2022 compar 3rd quarter 2021 adjust 2021,-0.6000000000000001,0
board director approv transact relev person white card shop,-0.4,0
board director approv transact relev person,0.4,2
report tran pacif want list 94 million share hose,0.2,1
board director apprevov transact relev person solut,0.4,2
board director apprevov transact peopl involv infrastructur mainten servic,0.4,2
resolut board director approv credit transact vcb relat peopl,0.4,2
resolut board director approv transact peopl involv card issuanc system,0.0,1
resolut board director approv transact peopl involv endpoint secur system,0.0,1
adjust appendix report situat compani manag 2021 first 6 month 2022,-0.4,0
vietcombank credit growth 177 year,0.4,2
correct indentu financi statement first 6 month 2022 review,-1.0,0
result individu bond sale vcbh2232007,-0.4000000000000001,0
explan profit tax differ first 6 month 2022 compar first 6 month 2021,0.8,2
board director apprevov credit limit fpt quy nhon fpt softwar co ltd,1.0,2
result issu indoviu bond 6th phase 2022,0.4,2
bod apprevov content transact fpt hcm softwar co ltd,0.4,2
result individu bond 5th period 2022,0.4,2
bod apprevov content transact fpt inform system compani limit,0.4,2
board director approv transact lao,-0.2,1
board director approv transact vcbl,-0.2,1
board director approv transact relev parti,1.0,2
result individu bond separ 2022,0.2,1
report compani manag first 6 month 2022,0.0,1
path explan profit fluctuion second quarter 2022 compar period last year,0.0,1
result individu bond offer code vcbh2237002,0.2,1
board director apprv credit limit ho chi minh fpt softwar co ltd,0.2,1
result first bond first phase 2022,0.2,1
resolut board director approv plan issu individu bond 2022,-0.4,0
board director approv transact mizuho,0.0,1
board director apprevov credit limit mizuho bank ltd,-1.0,0
resolut board director approv transact lao,0.2,1
resolut board director approv transact vcbf,-0.6000000000000001,0
offici letter state bank vietnam approv network develop plan 2021,-0.4,0
decis board director promulg regul inform discosur,-0.4000000000000001,0
resolut board director approv transact relat peopl,-0.8,0
vietcombank lost throne profit vpbank,0.0,1
explan profit fluctuat first quarter 2022 compar period last year,-0.4,0
appoint ms tran hanh tvbk 2942022,-0.4,0
resolut minut annual sharehold meet 2022,-0.4,0
foreign investor hand 2000 billion dong share,0.0,1
vietcombank profit nearli 10000 billion first quarter recov 3000 billion bad debt cbbank,0.0,1
updat support document annual gener meet sharehold 2022,0.0,1
live vietcombank agm 2022 reveal bank receiv compulsori transfer,0.0,1
vietcombank receiv compulsori transfer weak bank expect receiv seri prioriti polici,0.0,1
board director approv content transact relev person,-0.4,0
vietcombank appoint two senior leader time,0.8,2
board direct polici chang locat headquart vcb bac lieu,0.8,2
board director apprevov increas charter capit vcb,0.8,2
appoint mr nguyen viet cuong deputi gener director april 26 2022,0.8,2
vietcombank hold mani corpor bond,1.0,2
adjust establish licens oper,0.2,1
15th busi registr certif,-0.4,0
acb vietcombank profit year exceed 367 trillion dong highest growth last 3 year,-0.4,0
board director approv transact fi,-0.4,0
vietcombank want dividend 181 year aim list share foreign market 2025,-0.4,0
resolut board director approv polici chang locat headquart vcb ba dinh,-0.4,0
materi annual sharehold meet 2022,-0.4,0
resolut board director approv transfer retail stock vna vcb,0.6000000000000001,2
resolut board director approv number articl charter,0.6000000000000001,2
report compani manag situat 2021,0.4000000000000001,2
vietcombank big report profit tax 27300 billion dong still champion unifi profit whole industri,-0.3,0
period report sacituion princip interest corpor bond,-0.4000000000000001,0
1422022 trade 1023639123 addit list,-0.4000000000000001,0
resolut board director approv polici chang locat dong thap branch headquart,-0.4,0
2612022 addit list 1023639123 cp,0.8,2
diffilt join billion dollar profit club vietnam countri less 10 busi two new name join covid,0.8,2
1 week left tet risk asset sold cash flow come gold,0.4000000000000001,2
big return track establish new peak middl market,0.4000000000000001,2
offici letter ssc report result stock issuanc pay dividend,0.0,1
number vote share circul 4732516571 share,0.6000000000000001,2
issu 1023639123 share pay divididi,0.6000000000000001,2
decis board director regul appooint person charg bank manag,-0.6000000000000001,0
appoint mr nguyen trung nam person charg bank manag 412022,-0.6000000000000001,0
return deputi gener retir,0.0,1
sign contract provid servic 2022,0.0,1
mr dao minh tuan longer deputi gener director decemb 1 2021,0.0,1
result individu bond offer vcbh2131008 bond phase 8 2021,-0.8,0
calendar right receipt cash divididi 7 enterpris,-1.0,0
22122021 date educ dividod 2020 1200 vndcp dividend payment 2019 1000 2000 2000 2000,-0.8,0
vietcombank sharehold prepar receiv cash dividi 12 stock divididi rate 276,0.8,2
resolut board director approv dividend payment plan 2020 cash 2019 share,0.8,2
resolut board director approv profit distribut plan 2020,0.8,2
issu share pay dividididid,0.8,2
offici letter ssc approv issu share pay divididi,0.8,2
