time,symbol,title
2023-06-28,BID,BID121027: Transactions with related party (Keb Hana Bank - Hanoi Branch)
2023-06-14,BID,BID: Resolution of the Board of Directors Regarding the issuance of bonds to increase its own capital in 2023
2023-06-14,BID,BID122003: CBTT issued bonds to increase individual capital in 2023
2023-06-14,BID,BID122005: CBTT issuing bonds increasing individual capital in 2023
2023-06-14,BID,BID122004: CBTT issued bonds to increase capital separately in 2023
2023-06-14,BID,BID121027: CBTT issued bonds to increase individual capital in 2023
2023-06-14,BID,BID121028: CBTT issued bonds to increase capital separately in 2023
2023-05-31,BID,BID121027: Changing the location of Hung Vuong branch headquarters
2023-05-30,BID,BID: Decision of General Director Regarding to change the location of Hung Vuong branch headquarters
2023-05-25,BID,BID121027: CBTT trades with the relevant party (Hana Bank China)
2023-05-24,BID,BID: Transaction notice with the relevant party
2023-05-23,BID,"Many ""giants"" banks sell capital to foreign countries"
2023-05-19,BID,"BIDV is about to sell VND 121 billion debt being mortgaged 4,086m2 of Tan Binh land, Ho Chi Minh City and 400,000 DL1 shares"
2023-05-17,BID,BID121027: CBTT trades with the relevant party (BIC East)
2023-05-17,BID,BID: Decision on the Board of Directors approving transactions with the CLQ
2023-05-11,BID,BID121027: Charter of Vietnam Investment and Development Commercial Joint Stock Bank 2023
2023-05-11,BID,BID: BIDV 2023
2023-05-08,BID,BID121027: CBTT on transactions with the relevant party
2023-05-05,BID,BID121027: Notice of personnel change
2023-05-05,BID,BID121027: Send State capital representative at BIDV
2023-05-05,BID,BID: Transaction Notice with related parties
2023-05-04,BID,BID121027: Resolution of the Annual General Meeting of Shareholders in 2023
2023-05-04,BID,Bidl2129006c: Stop reviewing the registration file for securities listing at the Hanoi Stock Exchange
2023-05-04,BID,Bidl2131007c: Stop reviewing the registration file for securities listing at the Hanoi Stock Exchange
2023-05-04,BID,BIDL2128005C: Stop reviewing the registration file for securities listing at the Hanoi Stock Exchange
2023-05-04,BID,Bidl2131007c: Stop reviewing the registration file for securities listing at the Hanoi Stock Exchange
2023-05-04,BID,BID121027: Transactions with the relevant party (Keb Hana Bank Hanoi and Ho Chi Minh Branch)
2023-05-04,BID,"BID: Appointing Mr. Dang Van Tuyen to hold the position of Member of the Board of Directors from April 28, 2023"
2023-05-04,BID,BID: Decision on SBV for the representative of the state capital at BIDV
2023-05-04,BID,BID: Meeting minutes and Resolution
2023-04-28,BID,BID: The Board of Directors approves the contract/agreement to the commitment limit between BIDV and Keb Hana Bank branch
2023-04-28,BID,"BIDV General Meeting: Preparation for dividends, expected profit in 2023 increased by 10-15%"
2023-04-21,BID,BID121027: CBTT Auditing Contract annual
2023-04-20,BID,BID: Signing the Audit Service Contract in 2023
2023-04-14,BID,BID121027: CBTT changes the location of Nam Dinh Branch
2023-04-14,BID,BID: Decision on changing addresses of Nam Dinh branch headquarters
2023-04-07,BID,BID: DOCUMENTATION DOCUMENTS Meeting of the Annual General Meeting of Shareholders in 2023
2023-04-05,BID,BID121027: CBTT trades with the relevant party (BIDV Tower)
2023-04-05,BID,"BID: The Board of Directors approves the policy, plan and contract to lease the office area at the 12th floor of BIDV tower"
2023-04-05,BID,"BID: The Board of Directors approves the policy, plan and contract to lease the office area at the 12th floor of BIDV tower"
2023-04-03,BID,"BID: Report on the use of capital collected from the issuance of bonds in December 31, 2022"
2023-04-03,BID,"BID121027: CBTT reports the use of the money collected from the issuance of bonds for bonds with outstanding loans in December 31, 2022."
2023-03-29,BID,Annual shareholder meeting of banks in 2023
2023-03-13,BID,"Vietcombank and BIDV have an additional USD 10 billion in capitalization after 5 months, 4 times more than Novaland, Kinh Bac, Phat Dat, Dic Corp, Dat Xanh combined"
2023-03-09,BID,"Banking stocks, securities in the waves, a ""knot"" still waiting to be removed"
2023-03-03,BID,BID: Supplementing the content amendment of customer development cooperation contracts between BIDV and BSC
2023-03-03,BID,BID121027: CBTT trades with the relevant party (BSC)
2023-03-02,BID,"BID: 23.3.2023, Date of Education and Education attended the annual General Meeting of Shareholders in 2023"
2023-03-02,BID,"BID: 23.3.2023, Date of Education and Education attended the annual General Meeting of Shareholders in 2023"
2023-02-24,BID,BID121027: Resolution on the organization of the 2023 Annual General Meeting of Shareholders
2023-02-23,BID,BID: Resolution of the Board of Directors on the organization of the annual shareholder meeting in 2023
2023-02-02,BID,BID121027: Information of the number of Control Board for the term 2022-2027
2023-02-02,BID,BID121028: Company Administration Report in 2022
2023-01-31,BID,"Thanks to BIDV's profit, more than 70%, reaching approximately 1 billion USD in 2022?"
2023-01-30,BID,"Panoramic scene of Banking Bank 2022: Update MB, SHB, VPBank, ACB, HDBank, Techcombank, Sacombank, ..."
2023-01-30,BID,BID: Report on the company management situation in 2022
2023-01-27,BID,BID122005: CBTT periodically report the situation of principal and interest in corporate bonds
2023-01-27,BID,BID122005: CBTT results offering bonds to the 2nd public (direct distribution)
2023-01-27,BID,BID122004: CBTT BC periodically the situation of principal and interest in corporate bonds
2023-01-27,BID,BID122004: CBTT results offering bonds to the second public (Direct distribution)
2023-01-27,BID,BID122003: CBTT periodically report the situation of principal and interest in corporate bonds
2023-01-27,BID,BID122003: CBTT results offering bonds to the public phase 2 (Direct distribution)
2023-01-27,BID,BID121028: CBTT periodically report the situation of principal and interest in corporate bonds
2023-01-27,BID,BID121027: CBTT periodically report the situation of principal and interest in corporate bonds
2023-01-27,BID,BID121027: CBTT results offering bonds to the 2nd public (direct distribution)
2023-01-19,BID,BID: Report on the results of the public bond issuance to the second phase (Direct distribution)
2023-01-19,BID,BID: Periodically report the situation of principal and interest in corporate bonds
2023-01-16,BID,"BIDV became runner -up of Vietnam's stock market capitalization, ""surpassed"" the duo Vingroup"
2023-01-06,BID,"Vietcombank, Vietinbank, BIDV, Techcombank, MB, VPBank, ACB and HDBank will have advantages and difficulties in 2023?"
2023-01-03,BID,BID121027: CBTT trades with the relevant party (BIC)
2023-01-03,BID,BID: The Board of Directors approved BIDV's money insurance contract with BIC Insurance Company in 2023
2022-12-30,BID,BID122005: CBTT changes the location of Lach Tray Branch
2022-12-30,BID,BID122004: CBTT changes the location of Lach Tray Branch
2022-12-30,BID,BID122003: CBTT changes the location of Lach Tray Branch
2022-12-30,BID,BID121028: CBTT changes the location of Lach Tray Branch
2022-12-30,BID,BID121027: CBTT changes the location of Lach Tray Branch
2022-12-30,BID,BID121027: CBTT The final registration date to exercise the right to pay bond interest
2022-12-30,BID,BID122005: CBTT Auditing Contract annual
2022-12-29,BID,BID122003: CBTT Auditing Contract annual
2022-12-29,BID,BID122004: CBTT Annual audit contract
2022-12-29,BID,BID121028: CBTT Annual audit contract
2022-12-29,BID,BID121027: CBTT Auditing Contract annual
2022-12-29,BID,BID: Decision to change the location of Lach Tray branch headquarters
2022-12-28,BID,BID122005: Report documents implementing Bid's 2nd public bond offering
2022-12-28,BID,BID: issuing bonds to the public phase 2
2022-12-28,BID,BID121027: Report documents implementing Bid's 2nd public bond offering
2022-12-28,BID,BID122005: Notice of the final registration date and confirm the list of securities owners
2022-12-28,BID,BID122004: Notice of the final registration date and confirm the list of securities owners
2022-12-28,BID,BID122003: Notice of the final registration date and confirm the list of securities owners
2022-12-28,BID,BID122005: CBTT issues bonds to the second public (through direct issuance through branches/transaction offices/headquarters of BIDV)
2022-12-28,BID,BID122004: CBTT issued bonds to the second public (through directly issued through branches/transaction offices/headquarters of BIDV)
2022-12-28,BID,BID122003: CBTT issues bonds to the second public (through directly issued through branches/transaction offices/headquarters of BIDV)
2022-12-28,BID,BID121028: CBTT issuing bonds to the second public (through direct issuance through branches/transaction offices/headquarters of BIDV)
2022-12-28,BID,BID121027: CBTT issues bonds to the second public (through directly issued through branches/transaction offices/headquarters of BIDV)
2022-12-26,BID,BID122003: Official Letter of the SSC Regarding the document reporting the implementation of Bid's 2nd public bond offering
2022-12-26,BID,BID122004: Official Letter of the SSC Regarding the document reporting the implementation of Bid's 2nd public bond offering
2022-12-26,BID,BID122005: Official Letter of the SSC Regarding the document reporting the implementation of Bid's second public bond offering
2022-12-26,BID,BID121028: Official Letter of the SSC Regarding the document reporting the implementation of Bid's 2nd public bond offering
2022-12-26,BID,BID121027: Official Letter of the SSC Regarding the document reporting the implementation of Bid's 2nd public bond offering
2022-12-22,BID,BID122005: Notice of the final registration date to exercise the right to pay bond interest
2022-12-22,BID,BID122004: Notice of the final registration date to exercise the right to pay bond interest
2022-12-22,BID,BID122003: Notice of the final registration date to exercise the right to pay bond interest
2022-12-22,BID,BID121028: Notice of the final registration date to exercise the right to pay bond interest
2022-12-21,BID,"BID: DKK DKC to make payment of bonds 1 of BID122003, BID122004, BID122005"
2022-12-20,BID,BID121027: Notice of personnel change due to retirement according to the regime for Ms. Nguyen Thi Thu Huong
2022-12-16,BID,BID122005: CBTT assigns the tasks of operation of the BIDV Supervisory Board for the term 2022-2027
2022-12-16,BID,BID122004: CBTT assigns the tasks of operation of the BIDV Supervisory Board for the term 2022-2027
2022-12-16,BID,BID122003: CBTT assigns the tasks of operation of BIDV Supervisory Board for the term 2022-2027
2022-12-16,BID,BID121028: CBTT assigns the tasks of operation of the BIDV Supervisory Board for the term 2022-2027
2022-12-16,BID,BID121027: CBTT assigns the tasks of operation of the BIDV Supervisory Board for the term 2022-2027
2022-12-15,BID,BID: Resolution of the Board of Directors Regarding the tasks in charge of the operation of the BKS term 2022-2027
2022-12-06,BID,"Vietcombank, PV GAS, BIDV, Becamex IDC and EVN GENCO2 - The group with state shares became a ""hard"" pedestal when the stock market plunged in 2022"
2022-12-05,BID,"Vietcombank, BIDV, Vincom Retail, PNJ ... and a series of enterprises overtaking storms 2022: Marketing increased tens of thousands of billion dong from the beginning of the year despite the 7 -month long decline"
2022-12-01,BID,"Agribank, Vietinbank, Vietcombank and BIDV will equitize and divest in the period 2022-2025?"
2022-11-30,BID,BID: CBTT retired to enjoy the social insurance regime of Ms. Vo Bich Ha - Member of the Supervisory Board
2022-11-30,BID,BID122004: CBTT retired to enjoy the social insurance regime of the Board of Directors
2022-11-30,BID,BID122005: CBTT retired to enjoy the social insurance regime of members of the Supervisory Board
2022-11-30,BID,BID121028: CBTT retired to enjoy the social insurance regime of members of the Supervisory Board
2022-11-30,BID,BID122003: CBTT retired to enjoy the social insurance regime of the Board of Directors
2022-11-30,BID,BID121027: CBTT retired to enjoy the social insurance regime of the Board of Directors
2022-11-21,BID,BID122005: The policy of divesting investment in MHBR through the form of business dissolution
2022-11-21,BID,BID122004: The policy of divesting investment in MHBR through the form of business dissolution
2022-11-21,BID,BID122003: The policy of divesting investment in MHBR through the form of business dissolution
2022-11-21,BID,BID121027: The policy of divesting investment in MHBR through the form of business dissolution
2022-11-21,BID,BID121028: CBTT advocates investing capital at MHBR through the form of business dissolution
2022-11-21,BID,BID: Decision of the Board of Directors on the policy of divesting investment in MHBR through the form of business dissolution
2022-11-08,BID,BID122003: CBTT trades with the relevant party (BIDV MetLife)
2022-11-08,BID,BID122004: CBTT trades with the relevant party (BIDV Metlife)
2022-11-08,BID,BID122005: CBTT trades with the relevant party (BIDV Metlife)
2022-11-08,BID,BID121027: CBTT trades with the relevant party (BIDV Metlife)
2022-11-08,BID,BID121028: CBTT trades with the relevant party (BIDV MetLife)
2022-11-07,BID,"BID: Through the Appendix of Agent No. 02/2022 with BIDV MetLife Life Insurance Co., Ltd."
2022-11-07,BID,"BID: Through the Appendix of Agent No. 02/2022 with BIDV MetLife Life Insurance Co., Ltd."
2022-11-01,BID,BID: Resolution of the Board of Directors Regarding the issuance of bonds in 2022
2022-10-31,BID,BID121027: Change the location of the headquarters of Lai Chau Branch
2022-10-31,BID,BID121027: The decision of the Board of Directors approves the capital loan agreement between BIDV Hanoi Branch and BIDC Hanoi Branch
2022-10-31,BID,BID: Ms. Nguyen Thi Thu Huong is no longer a member of the Board of Directors from 1.11.2022
2022-10-27,BID,BID: Change the location of BIDV headquarters Lai Chau Branch
2022-10-20,BID,BID: The decision of the Board of Directors v/v through the insurance contract of BIDV branch with BIC
2022-10-19,BID,BID: Decision of the Board of Directors Regarding the loan agreement between BIDV and BIDC Hanoi Branch
2022-10-17,BID,BID121028: Publish information about transactions with related party
2022-10-17,BID,BID122005: Publish information about transactions with related party
2022-10-17,BID,BID122004: Publish information about transactions with related party
2022-10-17,BID,BID122003: Publish information about transactions with related party
2022-10-17,BID,BID121027: Publish information about transactions with related party
2022-10-14,BID,BID: Transaction with the relevant party
2022-09-30,BID,BID121028: The last registration date to exercise the right to pay bond interest
2022-09-30,BID,BID121027: The last registration date to exercise the right to pay bond interest
2022-09-30,BID,BID121027: Notice of the final registration date to confirm the list of securities owners
2022-09-30,BID,BID121028: Notice of the final registration date to confirm the list of securities owners
2022-09-26,BID,"Mad capitalization ""evaporated"" nearly 16 billion USD from the beginning of the year, many difficulties still surrounded bank shares"
2022-09-15,BID,BID: Transaction with the relevant party
2022-09-15,BID,BID: Decision on the Board of Directors to approve the money insurance contract at BIDV's business establishment with BIC
2022-09-14,BID,BID: Decision on change
2022-09-14,BID,BID: Decision on changing the location of Quy Nhon branch headquarters
2022-09-13,BID,BID: Adding individual and consolidated financial statements in 2021
2022-08-25,BID,DSC: Signing a contract to buy and sell deposit certificates with BIDV worth VND 600 billion
2022-08-23,BID,BID: Decision on change of location of Tay Ho branch headquarters
2022-08-19,BID,BID: Decision of the Board of Directors on the contract for BIC to rent the unused area at the Building Building of Quang Ngai
2022-08-19,BID,Marketing of bank stocks increased by nearly 6 billion USD after more than 2 months
2022-08-17,BID,BID121027: The Board of Directors approves the co -provision of international travel insurance services
2022-08-12,BID,BID: Re -appoint Mr. Tran Phuong as Deputy General Director from 1.5.2022
2022-08-12,BID,BID: Decision of the Board of Directors for approval of the insurance service provision contract
2022-08-04,BID,BID121027: Report on the situation of principal and interest in corporate bonds
2022-08-04,BID,BID122005: Report on the company management situation in the first 6 months of 2022
2022-08-04,BID,BID121027: Report on company management situation in the first 6 months of 2022
2022-08-04,BID,BID121028: Report on the situation of the company's management in the first 6 months of 2022
2022-08-04,BID,BID122003: Report on company management situation in the first 6 months of 2022
2022-08-04,BID,BID122004: Report on company management situation in the first 6 months of 2022
2022-08-02,BID,"BID121027: BIDV Board of Directors approves the policy, plan and contract to lease an additional area of ??the 13th floor of BIDV tower"
2022-08-02,BID,BID121027: BIDV Board of Directors approves the capital loan agreement between BIDV and BIDC
2022-08-01,BID,BID: Approving the Capital Lending Agreement between BIDV and BIDC for Thanh Thang Group Investment JSC
2022-08-01,BID,"BIDV newspaper interest 6 months exceeded 11,000 billion, recorded rate of bad debt is high"
2022-07-29,BID,"BID: The Board of Directors approves the policy, plan and contract to lease an additional area of ??the 13th floor of BIDV tower"
2022-07-27,BID,BID121027: Through the contract to buy shipping insurance and money insurance contracts
2022-07-27,BID,BID122003: Through a contract to buy shipping insurance and money insurance contract
2022-07-27,BID,BID: Report on the company management situation in the first 6 months of 2022
2022-07-27,BID,BID122004: Through the contract to buy shipping insurance and money insurance contracts
2022-07-27,BID,BID122005: Through the contract of buying insurance and money insurance contracts
2022-07-27,BID,BID121028: Through the contract to buy shipping insurance and money insurance contracts
2022-07-26,BID,BID: Periodically report the situation of principal and interest in corporate bonds in the first 6 months of 2022
2022-07-22,BID,BID: The Board of Directors approved the insurance purchase contract
2022-06-30,BID,BID: The decision of the Board of Directors regarding the change of the location of the South Saigon Branch
2022-06-29,BID,BID: Appointing Mr. Pham Danh Chuong is the person in charge of the company administration from 1.7.2022
2022-06-09,BID,BID: The Board of Directors approves SBLC issuance for SCI Nghe An JSC
2022-06-09,BID,BID: Decision to change the location of the center of the center of Saigon center
2022-06-07,BID,BID: Decision to change the location of the headquarters of Lam Son branch
2022-06-07,BID,BID: The Board of Directors approved the plan for renting an unused area at Binh Dinh Branch headquarters
2022-06-02,BID,"Continuously holding the record in the financial and banking industry, BIDV made a bold impression on the 65 -year journey of development"
2022-05-24,BID,BID: Mr. Tran Phuong was authorized to publish information from 24.5.2022
2022-05-20,BID,BID: The decision of the Board of Directors Regarding the change of location of the headquarters of Vung Tau Con Dao branch
2022-05-18,BID,BID: The first trading day of bank bonds
2022-05-17,BID,BIDV is about to bid in a debt of more than VND 120 billion from GAC Vietnam
2022-05-13,BID,BID: Receiving a decision from HNX V/V approving the listing of BIDV bonds
2022-05-13,BID,"BID122003: On 20/5/2022, the first transaction 10,524,298 listed bonds"
2022-05-13,BID,"BID121028: May 20, 2022, the first transaction of 9,710,000 listed bonds"
2022-05-13,BID,"BID121027: May 20, 2022, the first transaction of 12,000,000 listed bonds"
2022-05-13,BID,"BID122005: On 20/5/2022, the first transaction of 1,570,272 listed bonds"
2022-05-13,BID,"BID122004 dated 20/5/2022, the first transaction of 10,000,000 listed bonds"
2022-05-13,BID,BID121028: Information disclosure of Vietnam Investment and Development Joint Stock Commercial Bank
2022-05-13,BID,BID122005: Information disclosure of Vietnam Investment and Development Commercial Joint Stock Bank
2022-05-13,BID,BID122004: Information disclosure of Vietnam Investment and Development Commercial Joint Stock Bank
2022-05-13,BID,BID122003: Information disclosure of Vietnam Investment and Development Commercial Joint Stock Bank
2022-05-12,BID,BID121027: Decision to approve the listing of commercial and commercial bonds of Vietnam Investment and Development
2022-05-12,BID,BID122005: Decision to approve the listing of commercial and commercial bonds in Vietnam
2022-05-12,BID,BID122004: Decision to approve the listing of commercial and commercial bonds of Vietnam Investment and Development
2022-05-12,BID,BID122003: Decision to approve the listing of commercial and commercial bonds in Vietnam
2022-05-12,BID,BID121028: Decision to approve the listing of commercial and commercial bonds of Vietnam Investment and Development
2022-05-09,BID,BID: Link to announce the revised company charter
2022-05-06,BID,BID: The Board of Directors approves transactions with the relevant party
2022-05-04,BID,BID: Appointing Mr. Phan Duc Tu as Chairman of the Board of Directors for the term 2022 - 2027
2022-05-03,BID,"Setting up provision nearly 7,400 billion, profit of a ""big man"" bank still increased by 33% in the first quarter"
2022-04-29,BID,BID: Resolution and minutes of annual shareholder meeting in 2022
2022-04-29,BID,BID: Resolution of the Board of Directors approving the expected program and the 2022 annual General Meeting of Shareholders
2022-04-29,BID,"BIDV General Meeting: Plan to increase its charter capital to more than VND 61,200 billion, issued individually 9%"
2022-04-28,BID,BID: The decision of the State Bank of Vietnam Regarding the extension of the time limit for other foreign exchange activities
2022-04-22,BID,BID: Resolution of the Board of Directors approves the bond issuance plan in the form of individual issuance
2022-04-19,BID,BID: The decision of the Board of Directors Regarding the change of address of Nam Thai Nguyen branch headquarters
2022-04-12,BID,BID: Link to announce documents of the annual General Meeting of Shareholders in 2022
2022-04-06,BID,BID: The SBV's decision to open and use the bad account in foreign countries
2022-04-04,BID,BID: Decision of the State Bank of Vietnam on the addition of the content of the establishment and operation of BID
2022-03-24,BID,"BID: 25.3.2022, additional listing 1,036,505,776 shares"
2022-02-07,BID,BID: Report on the situation of principal and interest in public bonds in 2021
2022-02-07,BID,BID: Report on the situation of principal and profit of bonds issued individually in 2021
2022-02-07,BID,BID: Report the results of the offering of bonds to the public
2022-01-26,BID,BID: Report on the company management situation in 2021
2022-01-26,BID,BID: Reminded slowly CBTT to change the number of shares with voting rights
2022-01-25,BID,BID: The decision of the Board of Directors regarding the change of the location of the headquarters of District 7
2022-01-20,BID,Inforgraphic: Notable fluctuations in banking and finance industry on January 20
2022-01-19,BID,BID: Official Letter of the SSC on the statement report on stock issuance to pay the dividend of BID
2022-01-19,BID,"BID: The number of voting shares is circulating is 5,058,523,816 shares"
2022-01-19,BID,BID: The Board of Directors approved the draft Appendix to the contract to amend the loan with capital with Keb HanABank
2022-01-17,BID,"More than 1 billion BIDV shares prepare for account 28,684 investors"
2022-01-14,BID,"""The giant wakes up"": A Big4 stock increased nearly 20% after the first 9 sessions of 2022"
2022-01-14,BID,"BID: issued 1,036,505,776 shares to pay dividends"
2022-01-10,BID,"Soi bad debts of 3 ""big"" Vietcombank, Vietinbank, BIDV"
2022-01-10,BID,[Inforgraphic] The hottest banking and financial events in the first week of 2022
2022-01-07,BID,BID: The decision to change the location of the branch headquarters of April
2022-01-04,BID,BID: The Board of Directors approves the plan and rents a part of the headquarters
2022-01-04,BID,BID: The Board of Directors approved the credit -granting loan agreement between BIDV Dong Nai and BIDC Hanoi
2021-12-30,BID,BID: offering a public bond
2021-12-30,BID,BID: The Bach Fox offered bonds to the public
2021-12-30,BID,BID: The information updated information for Bach Bach offer bonds to the public
2021-12-30,BID,BID: Commitment to the issuing organization for investors
2021-12-30,BID,BID: The Board of Directors approves the credit card limit to Deputy General Director
2021-12-30,BID,BID: Certificate of registration for public bonds
2021-12-30,BID,BID: Resolution of the Board of Directors for amendments to supplement the issuance plan and commitment to listed bonds
2021-12-30,BID,BID: Resolution of the Board of Directors regarding the plan to issue bonds to the public
2021-12-30,BID,BID: The decision of the SSC approves the extension of the certificate of registration for the public bond to BID
2021-12-30,BID,BID: Resolution of the Board of Directors approving the plan to issue bonds to the public
2021-12-30,BID,BID: Official Letter of the SSC on the report on stock issuance to pay the dividend of BID
2021-12-29,BID,"BID: The number of voting shares is circulating is 5,058,526,255 shares"
2021-12-29,BID,BIDV Chairman Phan Duc Tu revealed business results 2021
2021-12-28,BID,BID: The Board of Directors approves the plan for renting an unused area
2021-12-27,BID,"BID: issued 1,036,508,215 shares to pay dividends"
2021-12-23,BID,BID: Change the location of Binh Chanh Branch
2021-12-22,BID,BID: Decision to change the location of Nam Ha Tinh branch headquarters
2021-12-22,BID,"BID: Decision to change the location of the headquarters of District 3, Ho Chi Minh City"
2021-12-20,BID,"Attendance of businesses that close the right to receive dividends in cash, shares and bonus stocks from December 20 to December 24, 2021"
2021-12-17,BID,"BID: 23.12.2021, DAY OF EDUCATION PAYMENT OF DAYS IN 2020 (200 VND/CP) and shares (100: 25,77119312 ratio)"
2021-12-17,BID,"BID: The Board of Directors approves the policy, plan and contract to lease an additional office area at BIDV tower"
2021-12-14,BID,Calendar of the right to receive cash dividends of 6 businesses
2021-12-13,BID,BIDV closed on 24/12 to divide dividends: State shareholders are about to receive 650 billion in cash and nearly 840 million new shares
2021-12-13,BID,BID: The content is concerned about cash dividend payment and stock issuance to pay dividends
2021-12-13,BID,BID: Official Letter of the SSC on the issuance of shares to pay the dividend of BIDV
2021-12-09,BID,BIDV was approved by the SBV for dividend of 25.77%
2021-12-09,BID,BID: Official Letter of the SBV on the approval of increasing the charter capital of BID
2021-12-07,BID,BID: Resolution of the Board of Directors approving the profit distribution plan in 2020
2021-12-06,BID,BIDV is preparing to divide dividends with stocks of 25.77%
2021-12-06,BID,BID: Minutes and Resolution of the General Meeting of Shareholders on collecting shareholders in writing
2021-12-01,BID,BID121028: Receive registration documents of securities listing from Joint Stock Commercial Bank for Investment and Development of Vietnam
2021-12-01,BID,"BID: The Board of Directors approves contracts, guarantee transactions for international capital loans"
2021-12-01,BID,"Foreign investors net sold trillion VPB and HDB in November, strongly collecting shares CTG, VCB and BID"
2021-12-01,BID,BID121027: Receive registration documents of securities listing of Vietnam Investment and Development Commercial Joint Stock Bank
2021-11-30,BID,"BID: The Board of Directors approves the results of socialist, new level and adjusts the limit for BSL"
2021-11-29,BID,BIDV wants to sell the debt of nearly 900 billion from the giant of Ca Mau fisheries
2021-11-25,BID,"BIDV wants to issue more than 1 billion shares to pay the dividend of nearly 26%, the charter capital is expected to exceed 50,500 billion"
2021-11-22,BID,BID10406: acquired bonds before the due date
2021-11-18,BID,BID: The decision of the Board of Directors regarding the transaction with the involved party
2021-11-11,BID,BID: The Board of Directors approves the agreement with the relevant party
2021-11-09,BID,"Both promoting new issuance, just actively acquiring bonds: What are the banks?"
2021-11-08,BID,"BID: November 19, 2021, Date of Education and Training, collected shareholders in writing for the second time in 2021"
2021-11-08,BID,BID11908: Decision on cancellation of BID11908 bond posting
2021-11-08,BID,BID11908: Listing for bond11908 bonds
2021-11-08,BID,BID11908: DKK DKC Payment of bond interest in 2021
2021-11-08,BID,"State -owned group: Vietcombank is gaping profits, Vietinbank, BIDV actively prevent"
2021-11-08,BID,"Why is less revenue, Techcombank profit is superior to BIDV and Vietinbank?"
2021-11-05,BID,BID: Results of the public bond offering by the method of guarantee issued in 2021
2021-11-05,BID,BID: Results of the public bond offering by the method of agents issued in 2021
2021-11-05,BID,"There have been more than 50 businesses on the stock market, reporting interest in exceeding trillions after 3 quarters"
2021-11-04,BID,BID11908: Back before the deadline BIDV
2021-11-03,BID,BID: Approving the plan for renting a temporary area unused for the headquarters of Hoa Binh.
2021-11-02,BID,"BID: Resolution of the Board of Directors, for comments in writing"
2021-11-02,BID,BIDV collected shareholders about dividends
2021-11-01,BID,BID: The Board of Directors approves transactions with the relevant party
2021-11-01,BID,"""Soi"" bad debt more than VND 50,000 billion at 3 ""big"" Vietcombank, Vietinbank, BIDV"
2021-11-01,BID,BIDV profits go down in the 3rd quarter of 2021
2021-11-01,BID,"Revealing the top 10 highest interest banks in the first 9 months of 2021: There are 6 banks reaching over 10,000 billion"
2021-10-22,BID,BID: Decision of the Board of Directors regarding and amending and supplementing the company's charter capital
2021-10-15,BID,BID: Two transactions with the relevant party
2021-10-14,BID,BID: The decision of the Board of Directors approves BIDV's deposit investment transactions at Lao Viet Bank
2021-10-13,BID,"BID: Decision on loans for credit -granting capital for Nam Kim Steel Joint Stock Company between BIDV, BIDC and VRB"
2021-10-13,BID,BID: The decision of the Board of Directors for loans with capital with BIDC HN The Amaccao Quang Tri Wind Plant Project 1
2021-10-12,BID,BID: The decision of the Board of Directors approves the draft loan agreement between BIDV and VRB
2021-10-11,BID,BID: issuing bonds to the public
2021-10-11,BID,BID: issuing bonds to the public
2021-10-08,BID,BID: The decision of the Board of Directors regarding the transaction with the involved party
2021-10-07,BID,BID: The 26th business registration certificate
2021-10-07,BID,BID: Certificate of registration for public bonds
2021-10-07,BID,BID: The decision of the Board of Directors approves the lending limit with the TSB for Hana Microfinance Limited (Myanmar)
2021-10-07,BID,BID: The decision of the Board of Directors approves the payment transaction in advance part of the deposit contract at BIDC and LVB
2021-09-29,BID,BID: Notice of the SBV's decision on the amendment of BIDV's head office address
2021-09-20,BID,BID: Changing the location of the headquarters of Bac Quang Binh
2021-09-17,BID,VDSC: BIDV has just received a new credit growth limit
2021-08-25,BID,BID: Official Letter of the SSC on the Maximum BID SPN
2021-08-18,BID,BID: Explanation of the Semi -Fluctuations of Semi -Formal Sales in 2021 reviewed compared to the same period in 2020
2021-08-04,BID,List of banks with a record high debt coverage
2021-08-04,BID,Dozens of businesses reported trillions after the first half of 2021
2021-08-03,BID,"Why disturbance profit growth in ""Big 3"" Vietnamese bank?"
2021-07-26,BID,BID: Periodically report the situation of principal and interest in corporate bonds in the first 6 months of 2021
2021-07-26,BID,BID: Report on the company management situation in the first 6 months of 2021
2021-07-23,BID,BID: Resolution of the Board of Directors Regarding BIDV bonds issued to the public in 2021
2021-07-23,BID,BID: Voting record of collecting shareholders in writing 2021
2021-07-23,BID,BID: The Resolution of the Board of Directors approves the adjustment of the issuance of bonds to the public
2021-07-23,BID,BID: The Resolution of the Board of Directors approved the application for registration of bonds to the public
2021-07-22,BID,BID: The Resolution of the Board of Directors approves the adjustment of the issuance of bonds to the public
2021-07-22,BID,BID: The Resolution of the Board of Directors approved the application for registration of bonds to the public
2021-07-08,BID,Bank's profit forecast
2021-06-18,BID,"BID: 30.6.2021, Date of Education and Training for shareholders in writing"
2021-06-11,BID,BID: Resolution of the Board of Directors Regarding the organization to collect shareholders in writing
2021-05-25,BID,BID: The decision of the Board of Directors v/v changes the name of Binh Tay Saigon Branch
2021-05-12,BID,"The 1st quarterly interest club has called 22 enterprises, the championship has changed the owner"
2021-04-30,BID,"BIDV profit before tax of nearly VND 3,400 billion in the first quarter of 2021, lower than VPBank, MB"
2021-04-29,BID,BID: Mr. Tran Thanh Van stops working as TV.H?QT from 1.5.2021
